tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_ac_field	measurement_magn_moment	measurement_csd	measurement_inc	measurement_positions	measurement_flag	measurement_sd_x	treatment_dc_field_theta	treatment_dc_field	magic_software_packages	measurement_dec	magic_instrument_codes	measurement_sd_z	treatment_temp	measurement_standard	measurement_description	measurement_sd_y	er_citation_names	er_analyst_mail_names	magic_method_codes	measurement_temp	treatment_dc_field_phi
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	1	0	3.93e-07	2.3	-53.2	1	g	1.35e-08		0	pmagpy-3.2.1	37.2		2.14e-09	273			8.63e-09	This study		LT-NO:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	2	0	4.29e-07	2.0	-50.9	1	g	1.25e-08		0	pmagpy-3.2.1	36.7		2.78e-09	77			7.51e-09	This study		LT-LT-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	3	0	5.32e-07	2.3	-48.5	1	g	1.65e-08		0	pmagpy-3.2.1	34.8		3.42e-09	373.0			1.28e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	4	0	6.71e-07	3.0	-47.6	1	g	2.39e-08		0	pmagpy-3.2.1	029.3	hargrave 2014-10-22 15:53:24	1.04e-08	423.0			2.34e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	5	0	6.55e-07	2.2	-47.3	1	g	2.00e-08		0	pmagpy-3.2.1	028.6	hargrave 2014-10-27 16:19:50	7.42e-09	473.0			1.31e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	6	0	5.27e-07	3.1	-49.3	1	g	1.81e-08		0	pmagpy-3.2.1	028.5	hargrave 2014-10-28 13:42:19	4.18e-09	523.0			2.17e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	7	0	3.81e-07	3.0	-52.8	1	g	1.42e-08		0	pmagpy-3.2.1	034.0	hargrave 2014-10-28 20:40:03	2.98e-09	573.0			1.36e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	8	0	2.40e-07	2.0	-57.3	1	g	7.58e-09		0	pmagpy-3.2.1	040.3	hargrave 2014-10-29 20:53:02	1.87e-09	623.0			3.67e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	9	0	1.97e-07	3.2	-58.4	1	g	9.19e-09		0	pmagpy-3.2.1	043.8	hargrave 2014-11-03 17:13:00	1.36e-09	673.0			5.83e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	10	0	1.78e-07	2.1	-59.9	1	g	5.82e-09		0	pmagpy-3.2.1	046.8	hargrave 2014-11-04 12:03:42	1.36e-09	698.0			2.86e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	11	0	1.64e-07	2.3	-61.0	1	g	5.48e-09		0	pmagpy-3.2.1	049.9	hargrave 2014-11-10 12:53:05	8.90e-10	723.0			3.62e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	12	0	1.52e-07	1.7	-63.2	1	g	3.62e-09		0	pmagpy-3.2.1	053.3	hargrave 2014-11-10 22:11:56	5.24e-10	748.0			2.88e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	13	0	1.41e-07	2.7	-64.0	1	g	5.59e-09		0	pmagpy-3.2.1	059.3	hargrave 2014-11-13 11:46:05	1.20e-09	773.0			3.57e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	14	0	1.33e-07	1.7	-65.4	1	g	3.75e-09		0	pmagpy-3.2.1	064.8	hargrave 2014-11-17 17:26:46	5.73e-10	788.0			1.35e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	15	0	1.29e-07	0.5	-66.0	1	g	9.51e-10		0	pmagpy-3.2.1	065.5	hargrave 2014-11-24 18:17:16	6.38e-10	803.0			8.48e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	16	0	1.28e-07	0.5	-66.2	1	g	1.06e-09		0	pmagpy-3.2.1	069.9	hargrave 2014-12-01 16:59:18	7.35e-10	818.0			7.81e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	17	0	1.23e-07	0.6	-66.0	1	g	9.19e-10		0	pmagpy-3.2.1	069.3	hargrave 2014-12-02 00:45:16	8.68e-10	823.0			1.01e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	18	0	1.18e-07	0.8	-66.3	1	g	1.51e-09		0	pmagpy-3.2.1	075.0	hargrave 2014-12-05 13:40:46	1.06e-09	828.0			9.15e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	19	0	1.14e-07	0.7	-66.7	1	g	1.26e-09		0	pmagpy-3.2.1	072.8	hargrave 2014-12-06 11:57:52	2.61e-10	833.0			8.36e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	20	0	1.10e-07	0.6	-66.9	1	g	1.12e-09		0	pmagpy-3.2.1	080.1	hargrave 2014-12-08 15:18:37	5.56e-10	838.0			6.62e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	21	0	1.08e-07	0.8	-66.2	1	g	1.35e-09		0	pmagpy-3.2.1	078.7	hargrave 2014-12-08 22:11:29	7.95e-10	843.0			7.31e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	22	0	1.05e-07	1.4	-67.5	1	g	2.28e-09		0	pmagpy-3.2.1	084.0	hargrave 2015-01-12 11:02:24	5.65e-10	846.0			1.00e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	23	0	1.03e-07	1.5	-66.7	1	g	2.54e-09		0	pmagpy-3.2.1	081.2	hargrave 2015-01-14 14:20:25	5.64e-10	849.0			1.08e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	24	0	1.01e-07	1.4	-67.4	1	g	2.21e-09		0	pmagpy-3.2.1	085.7	hargrave 2015-01-15 14:35:19	7.59e-10	852.0			1.24e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	25	0	1.02e-07	1.6	-67.5	1	g	2.74e-09		0	pmagpy-3.2.1	089.6	hargrave 2015-01-18 12:57:56	7.00e-10	855.0			6.58e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	26	0	9.91e-08	0.7	-66.4	1	g	1.06e-09		0	pmagpy-3.2.1	087.5	hargrave 2015-01-20 12:16:30	6.51e-10	858.0			7.64e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	27	0	9.79e-08	1.0	-67.4	1	g	1.42e-09		0	pmagpy-3.2.1	088.4	hargrave 2015-02-10 17:23:31	5.05e-10	863.0			1.22e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	28	0	9.37e-08	1.0	-67.9	1	g	1.19e-09		0	pmagpy-3.2.1	094.8	hargrave 2015-02-11 17:21:10	4.10e-10	883.0			1.22e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	29	0	8.44e-08	0.9	-67.2	1	g	9.09e-10		0	pmagpy-3.2.1	102.3	hargrave 2015-02-12 15:33:34	5.94e-10	903.0			1.15e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	30	0	7.68e-08	1.0	-66.6	1	g	1.16e-09		0	pmagpy-3.2.1	108.1	hargrave 2015-02-13 17:49:53	5.27e-10	923.0			6.64e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	31	0	6.02e-08	0.8	-65.7	1	g	7.58e-10		0	pmagpy-3.2.1	106.8	hargrave 2015-02-17 11:25:45	3.30e-10	933.0			5.40e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	32	0	2.82e-08	1.3	-66.1	1	g	5.19e-10		0	pmagpy-3.2.1	104.4	hargrave 2015-02-18 09:43:40	2.09e-10	943.0			3.79e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	33	0	4.99e-09	1.4	-55.4	1	g	9.64e-11		0	pmagpy-3.2.1	113.9	hargrave 2015-02-19 12:52:13	6.39e-11	953.0			6.41e-11	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	1	0	1.12e-06	2.6	-50.4	1	g	3.14e-08		0	pmagpy-3.2.1	46.5		9.82e-09	273			4.00e-08	This study		LT-NO:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	2	0	1.16e-06	2.0	-50.9	1	g	2.20e-08		0	pmagpy-3.2.1	46.3		1.09e-08	77			3.25e-08	This study		LT-LT-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	3	0	1.33e-06	1.0	-51.6	1	g	8.96e-09		0	pmagpy-3.2.1	44.8		1.11e-08	373.0			1.88e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	4	0	1.16e-06	2.6	-51.8	1	g	2.83e-08		0	pmagpy-3.2.1	043.8	hargrave 2014-10-22 15:54:56	9.49e-09	423.0			4.26e-08	This study		LT-T-Z:LP-DIR-T	273	
